brand,ext_col,int_col,engine_liters,horsepower,num_gears,model_clean,fuel_type_Diesel,fuel_type_Flex_Fuel,fuel_type_Gasoline,fuel_type_Hybrid,fuel_type_Hydrogen,fuel_type_not_provided,transmission_type_Automatic,transmission_type_CVT,transmission_type_Dual-Clutch,transmission_type_Manual,transmission_type_Other,transmission_type_Unknown,Accident,milage_scaled,miles_per_year_scaled,annual_mileage_scaled,car_age_scaled
10.579482631846494,10.309424334221116,10.403877069360023,2.0,208.0,7.0,10.925623193939153,False,False,True,False,False,False,True,False,False,False,False,False,1,0.7664789531115744,0.18741266258196282,0.19417962870045158,0.12
10.579482631846494,10.309424334221116,10.403877069360023,3.5,248.0,7.0,10.232733055355613,False,False,True,False,False,False,True,False,False,False,False,False,1,0.8860895180255041,0.29534424379232505,0.2861926743602609,0.22
9.69809687723899,10.353738632387161,10.403877069360023,3.6,292.0,8.0,10.14067596657191,False,False,True,False,False,False,True,False,False,False,False,False,1,0.6460187764181494,0.12045522949586154,0.1426860010035123,0.06
10.579482631846494,10.309424334221116,10.631026494749943,4.0,630.0,9.0,11.04964283541636,False,False,True,False,False,False,True,False,False,False,False,False,1,0.7209692879595576,0.1798344620015049,0.19969894631209234,0.08
9.69809687723899,10.341819914271984,10.403877069360023,3.6,295.0,9.0,10.15055445809807,False,True,False,False,False,False,True,False,False,False,False,False,0,0.7324569789134542,0.09857035364936041,0.09711771199197192,0.18
10.313723574207325,10.228399937532346,10.343867108127474,3.6,285.0,5.0,10.159123804127601,False,False,True,False,False,False,True,False,False,False,False,False,1,0.7154196434499803,0.10703536493604213,0.10852262920220775,0.14
10.513927054224563,10.341819914271984,10.631026494749943,3.0,404.0,8.0,10.364344536118653,False,False,True,False,False,False,True,False,False,False,False,False,1,0.6809558466077233,0.06403310759969902,0.06299829402910186,0.18
10.579482631846494,10.341819914271984,10.403877069360023,3.0,188.0,7.0,10.397528147197981,True,False,False,False,False,False,True,False,False,False,False,False,1,0.6988736463820725,0.18717080511662906,0.2217762167586553,0.06
10.579482631846494,10.341819914271984,10.403877069360023,4.0,469.0,9.0,10.452731387849765,False,False,True,False,False,False,True,False,False,False,False,False,1,0.7917516569516224,0.2313081801569386,0.23971239337681888,0.12
11.009386550056382,10.39812823200612,10.403877069360023,2.0,300.0,7.0,10.560432646869296,False,False,True,False,False,False,True,False,False,False,False,False,1,0.5056203513983476,0.024454477050413845,0.025890617160060213,0.1
11.009386550056382,10.39812823200612,10.403877069360023,3.0,443.0,8.0,11.085200522755596,False,False,True,False,False,False,True,False,False,False,False,False,1,0.5110368688351649,0.03879608728367193,0.04588058203712996,0.06
10.313723574207325,10.309424334221116,9.91578407818929,5.7,325.0,8.0,10.490030804998623,False,False,True,False,False,False,True,False,False,False,False,False,1,0.8320113569952393,0.11267870579382994,0.10515745107877572,0.38
10.579482631846494,10.171833696423976,10.403877069360023,5.5,382.0,7.0,10.26080090867514,False,False,True,False,False,False,True,False,False,False,False,False,0,0.8702313684609188,0.1723100075244545,0.16191971901655797,0.34
10.579482631846494,10.571895781828283,10.403877069360023,4.0,469.0,7.0,11.066493833743191,False,False,True,False,False,False,True,False,False,False,False,False,1,0.6411168736046838,0.09234913468773513,0.10246864024084296,0.08
10.393484164543693,10.268081004954913,10.489006694615263,0,191.0,1.0,10.385677354134044,False,False,False,True,False,False,False,True,False,False,False,False,1,0.5918265780250301,0.10233258088788563,0.1364776718514802,0.04
10.328415627641236,10.309424334221116,10.631026494749943,3.5,302.0,6.0,10.26096120769203,False,False,True,False,False,False,True,False,False,False,False,False,0,0.7179177490181453,0.14597441685477802,0.15554440541896639,0.1
10.134971162665794,10.309424334221116,10.403877069360023,6.2,403.0,8.0,10.479203818371023,False,True,False,False,False,False,True,False,False,False,False,False,1,0.8882478484852346,0.2775059327429531,0.2670161565479177,0.24
10.452320830617433,10.171833696423976,10.403877069360023,2.5,184.0,5.0,10.054361859033323,False,False,True,False,False,False,False,False,False,True,False,False,0,0.8736753610648821,0.14494835488063482,0.1347094831911691,0.42
11.009386550056382,10.268081004954913,9.91578407818929,3.8,355.0,6.0,11.085200522755596,False,False,True,False,False,False,False,False,False,True,False,False,1,0.779487552130257,0.07647221892202288,0.07147235323632715,0.36
10.579482631846494,10.39812823200612,10.403877069360023,2.0,255.0,9.0,10.15478542167917,False,False,True,False,False,False,True,False,False,False,False,False,1,0.5952951261723235,0.1053423626787058,0.14049172102358254,0.04
10.373202203441569,10.309424334221116,10.403877069360023,6.0,395.0,4.0,10.297658342998083,False,False,True,False,False,False,True,False,False,False,False,False,0,0.8404629994722009,0.1344369199899674,0.12626552935273458,0.34
10.682993872099683,10.341819914271984,10.403877069360023,2.0,240.0,8.0,10.364939283611383,False,False,True,False,False,False,True,False,False,False,False,False,1,0.6446757516795184,0.09513920240782543,0.10556949322629203,0.08
10.393484164543693,10.504078933222711,10.500428785569795,3.5,365.0,10.0,10.542974988504064,False,False,True,False,False,False,True,False,False,False,False,False,0,0.5399891911605076,0.0998231753197893,0.17784244856999498,0.02
10.328415627641236,10.341819914271984,9.888500692406524,3.3,225.0,5.0,10.270287281980243,False,False,True,False,False,False,True,False,False,False,False,False,1,0.7241187945299713,0.04558954100827689,0.0423682890115404,0.38
9.826617789770232,10.341819914271984,9.91578407818929,3.3,290.0,6.0,10.296831079672085,False,False,True,False,False,False,True,False,False,False,False,False,1,0.827086036673054,0.2170263355906697,0.2141406924234822,0.18
11.009386550056382,10.309424334221116,10.403877069360023,4.8,440.0,7.0,10.411697264534046,False,False,True,False,False,False,True,False,False,False,False,False,1,0.7194531752710694,0.08841234010534235,0.08708258906171602,0.18
10.443919369289933,10.39812823200612,10.403877069360023,4.2,360.0,8.0,10.290407485420467,False,False,True,False,False,False,True,False,False,False,False,False,1,0.8592664047233204,0.12853136329434298,0.11941796287004516,0.42
10.393484164543693,10.171833696423976,10.489006694615263,2.0,231.0,6.0,9.950432193724868,False,False,True,False,False,False,True,False,False,False,False,False,1,0.843390134734216,0.27627288688236773,0.27609131961866534,0.16
10.0534642129089,10.309424334221116,10.403877069360023,5.7,357.5,6.0,10.264191861675318,False,False,False,False,False,True,False,False,False,True,False,False,1,0.7003128133770226,0.05776465821612548,0.05536036126442549,0.24
10.452320830617433,10.39812823200612,10.403877069360023,2.5,184.0,5.0,10.164074076443525,False,False,True,False,False,False,False,False,False,True,False,False,1,0.824591712451305,0.10082768999247554,0.09382839939789263,0.4
10.579482631846494,10.309424334221116,10.403877069360023,2.0,208.0,7.0,10.096270792778803,False,False,True,False,False,False,True,False,False,False,False,False,0,0.8168213172946467,0.2214697767745172,0.2212744606121425,0.16
10.095016450899022,10.341819914271984,10.403877069360023,2.0,152.0,1.0,10.354396830114123,False,False,True,False,False,False,False,True,False,False,False,False,1,0.553884938423245,0.0744920993227991,0.09934771700953338,0.04
11.286338896546095,10.341819914271984,10.67298057544953,6.0,582.0,8.0,11.16424228521605,False,False,True,False,False,False,True,False,False,False,False,False,1,0.6001864332228452,0.04068096313017306,0.04109804315102861,0.14
10.579482631846494,10.341819914271984,10.403877069360023,4.7,449.0,7.0,10.68895572287103,False,False,True,False,False,False,True,False,False,False,False,False,1,0.783642933730997,0.16799598695761225,0.1677872553938786,0.16
10.637554106897483,10.171833696423976,10.403877069360023,0,395.0,8.0,10.468278006120679,False,False,False,True,False,False,True,False,False,False,False,False,1,0.8156841204679727,0.32945071482317534,0.35130155544405417,0.1
10.134971162665794,10.309424334221116,10.403877069360023,6.2,420.0,8.0,10.479203818371023,False,False,True,False,False,False,True,False,False,False,False,False,1,0.82136012185567,0.345372460496614,0.3682890115403914,0.1
10.328415627641236,10.39812823200612,10.403877069360023,3.5,303.0,6.0,10.301205534910464,False,False,True,False,False,False,True,False,False,False,False,False,0,0.921979551759566,0.31828442437923254,0.302917410938284,0.28
11.009386550056382,10.497170182310255,9.91578407818929,4.8,400.0,8.0,10.341596857820026,False,False,True,False,False,False,True,False,False,False,False,False,1,0.82136012185567,0.1723100075244545,0.16685679879578524,0.22
